Time,Well,NADH
0 days 00:37:34,G23,0.3263220461472397
0 days 00:38:13,G23,0.3260602029808226
0 days 00:38:52,G23,0.3260602029808226
0 days 00:39:31,G23,0.3260602029808226
0 days 00:40:10,G23,0.32658388931365673
0 days 00:40:49,G23,0.3259947421892184
0 days 00:41:28,G23,0.3258638206060098
0 days 00:42:07,G23,0.32579835981440564
0 days 00:42:46,G23,0.32645296773044824
0 days 00:43:25,G23,0.3259292813976141
0 days 00:44:04,G23,0.32573289902280134
0 days 00:44:43,G23,0.3259947421892184
0 days 00:45:22,G23,0.3259292813976142
0 days 00:46:01,G23,0.3259292813976141
0 days 00:46:40,G23,0.3258638206060099
0 days 00:47:19,G23,0.32579835981440564
0 days 00:47:58,G23,0.3259947421892184
0 days 00:48:37,G23,0.3257328990228014
0 days 00:49:16,G23,0.3258638206060098
0 days 00:49:55,G23,0.3256674382311971
0 days 00:50:34,G23,0.3256674382311971
0 days 00:51:13,G23,0.32494736952355024
0 days 00:51:52,G23,0.32527467348157146
0 days 00:52:31,G23,0.3255365166479886
0 days 00:53:10,G23,0.32560197743959285
0 days 00:53:49,G23,0.32638750693884394
0 days 00:54:28,G23,0.3252092126899673
0 days 00:55:07,G23,0.32566743823119704
0 days 00:55:46,G23,0.32573289902280134
0 days 00:56:25,G23,0.32573289902280134
0 days 00:57:04,G23,0.3253401342731758
0 days 00:57:43,G23,0.32612566377242685
0 days 00:58:22,G23,0.32547105585638425
0 days 00:59:01,G23,0.3253401342731758
0 days 00:59:40,G23,0.3250782911067587
0 days 01:00:19,G23,0.32547105585638425
0 days 01:00:58,G23,0.32547105585638425
0 days 01:01:37,G23,0.3256674382311971
0 days 01:02:16,G23,0.32488190873194595
0 days 01:02:55,G23,0.32514375189836303
0 days 01:03:34,G23,0.32514375189836303
0 days 01:04:13,G23,0.32534013427317576
0 days 01:04:52,G23,0.3259292813976141
0 days 01:05:31,G23,0.32540559506478006
0 days 01:06:10,G23,0.32560197743959285
0 days 01:06:49,G23,0.3250128303151545
0 days 01:07:28,G23,0.32488190873194595
0 days 01:08:07,G23,0.3242273008159033
0 days 01:08:46,G23,0.3250128303151545
0 days 01:09:25,G23,0.3250128303151545
0 days 01:10:04,G23,0.32468552635713316
0 days 01:10:43,G23,0.32442368319071613
0 days 01:11:22,G23,0.32475098714873746
0 days 01:12:01,G23,0.3244891439823204
0 days 01:12:40,G23,0.32442368319071613
0 days 01:13:19,G23,0.32468552635713316
0 days 01:13:58,G23,0.324881908731946
0 days 01:14:37,G23,0.32422730081590334
0 days 01:15:16,G23,0.32468552635713316
0 days 01:15:55,G23,0.32514375189836303
0 days 01:16:34,G23,0.3250782911067587
0 days 01:17:13,G23,0.32429276160750764
0 days 01:17:52,G23,0.3240309184410905
0 days 01:18:31,G23,0.32475098714873746
0 days 01:19:10,G23,0.32455460477392467
0 days 01:19:49,G23,0.32422730081590334
0 days 01:20:28,G23,0.32462006556552886
0 days 01:21:07,G23,0.32403091844109055
0 days 01:21:46,G23,0.32455460477392467
0 days 01:22:25,G23,0.3244236831907161
0 days 01:23:04,G23,0.32494736952355024
0 days 01:23:43,G23,0.3239654576494863
0 days 01:24:22,G23,0.32455460477392467
0 days 01:25:01,G23,0.3239654576494863
0 days 01:25:40,G23,0.32448914398232037
0 days 01:26:19,G23,0.32494736952355024
0 days 01:26:58,G23,0.32383453606627777
0 days 01:27:37,G23,0.3239654576494863
0 days 01:28:16,G23,0.3250128303151545
0 days 01:28:55,G23,0.3237036144830693
0 days 01:29:34,G23,0.3235726928998608
0 days 01:30:13,G23,0.3235726928998608
0 days 01:30:52,G23,0.3246200655655289
0 days 01:31:31,G23,0.32422730081590334
0 days 01:32:10,G23,0.32383453606627777
0 days 01:32:49,G23,0.3237036144830693
0 days 01:33:28,G23,0.3232453889418394
0 days 01:34:07,G23,0.3237036144830693
0 days 01:34:46,G23,0.32383453606627777
0 days 01:35:25,G23,0.3237036144830693
0 days 01:36:04,G23,0.3233108497334437
0 days 01:36:43,G23,0.32344177131665225
0 days 01:37:22,G23,0.3237036144830693
0 days 01:38:01,G23,0.3242273008159033
0 days 01:38:40,G23,0.3242273008159033
0 days 01:39:19,G23,0.323638153691465
0 days 01:39:58,G23,0.3237690752746735
0 days 01:40:37,G23,0.3231799281502351
0 days 01:41:16,G23,0.3235072321082565
0 days 01:41:55,G23,0.3230490065670266
0 days 01:42:34,G23,0.3231144673586309
0 days 01:43:13,G23,0.32344177131665225
0 days 01:43:52,G23,0.32344177131665225
0 days 01:44:31,G23,0.32344177131665225
0 days 01:45:10,G23,0.3237690752746735
0 days 01:45:49,G23,0.32383453606627777
0 days 01:46:28,G23,0.3225907810257968
0 days 01:47:07,G23,0.323638153691465
0 days 01:47:46,G23,0.32344177131665225
0 days 01:48:25,G23,0.32389999685788207
0 days 01:49:04,G23,0.3231144673586309
0 days 01:49:43,G23,0.32278716340060964
0 days 01:50:22,G23,0.3233108497334437
0 days 01:51:01,G23,0.32278716340060964
0 days 01:51:40,G23,0.3233108497334437
0 days 01:52:19,G23,0.3231144673586309
0 days 01:52:58,G23,0.3229835457754223
0 days 01:53:37,G23,0.3231144673586309
0 days 01:54:16,G23,0.3233108497334437
0 days 01:54:55,G23,0.32324538894183946
0 days 01:55:34,G23,0.32252532023419256
0 days 01:56:13,G23,0.3233108497334437
0 days 01:56:52,G23,0.3234417713166522
0 days 01:57:31,G23,0.32278716340060964
0 days 01:58:10,G23,0.3229835457754223
0 days 01:58:49,G23,0.32278716340060964
0 days 01:59:28,G23,0.32317992815023516
0 days 02:00:07,G23,0.32272170260900535
0 days 02:00:46,G23,0.32272170260900535
0 days 02:01:25,G23,0.32278716340060964
0 days 02:02:04,G23,0.32324538894183946
0 days 02:02:43,G23,0.322394398650984
0 days 02:03:22,G23,0.32272170260900535
0 days 02:04:01,G23,0.32252532023419256
0 days 02:04:40,G23,0.32272170260900535
0 days 02:05:19,G23,0.32291808498381813
0 days 02:05:58,G23,0.32213255548456704
0 days 02:06:37,G23,0.32291808498381813
0 days 02:07:16,G23,0.322394398650984
0 days 02:07:55,G23,0.3229835457754223
0 days 02:08:34,G23,0.322394398650984
0 days 02:09:13,G23,0.322394398650984
0 days 02:09:52,G23,0.3224598594425883
0 days 02:10:31,G23,0.322394398650984
0 days 02:11:10,G23,0.32291808498381813
0 days 02:11:49,G23,0.32213255548456704
0 days 02:12:28,G23,0.322394398650984
0 days 02:13:07,G23,0.3215434083601287
0 days 02:13:46,G23,0.32213255548456704
0 days 02:14:25,G23,0.3220016339013585
0 days 02:15:04,G23,0.322394398650984
0 days 02:15:43,G23,0.3220016339013585
0 days 02:16:22,G23,0.32213255548456704
0 days 02:17:01,G23,0.32232893785937977
0 days 02:17:40,G23,0.322394398650984
0 days 02:18:19,G23,0.3220016339013585
0 days 02:18:58,G23,0.32232893785937977
0 days 02:19:37,G23,0.32167432994333717
0 days 02:20:16,G23,0.3215434083601287
0 days 02:20:55,G23,0.3226562418174011
0 days 02:21:34,G23,0.3220016339013585
0 days 02:22:13,G23,0.3226562418174011
0 days 02:22:52,G23,0.3215434083601287
0 days 02:23:31,G23,0.3215434083601287
0 days 02:24:10,G23,0.3216088691517329
0 days 02:24:49,G23,0.3215434083601287
0 days 02:25:28,G23,0.32147794756852444
0 days 02:26:07,G23,0.32147794756852444
0 days 02:26:46,G23,0.32121610440210735
0 days 02:27:25,G23,0.32121610440210735
0 days 02:28:04,G23,0.32147794756852444
0 days 02:28:43,G23,0.3220016339013585
0 days 02:29:22,G23,0.3212815651937116
0 days 02:30:01,G23,0.3218052515265457
0 days 02:30:40,G23,0.32141248677692014
0 days 02:31:19,G23,0.32121610440210735
0 days 02:31:58,G23,0.32141248677692014
0 days 02:32:37,G23,0.32075787886087753
0 days 02:33:16,G23,0.3211506436105031
0 days 02:33:55,G23,0.32141248677692014
0 days 02:34:34,G23,0.32147794756852444
0 days 02:35:13,G23,0.32147794756852444
0 days 02:35:52,G23,0.3211506436105031
0 days 02:36:31,G23,0.3212815651937116
0 days 02:37:10,G23,0.32121610440210735
0 days 02:37:49,G23,0.32121610440210735
0 days 02:38:28,G23,0.320626957277669
0 days 02:39:07,G23,0.3211506436105031
0 days 02:39:46,G23,0.32121610440210735
0 days 02:40:25,G23,0.32134702598531584
0 days 02:41:04,G23,0.320626957277669
0 days 02:41:43,G23,0.3206924180692733
0 days 02:42:22,G23,0.32056149648606475
0 days 02:43:01,G23,0.320626957277669
0 days 02:43:40,G23,0.3206924180692733
0 days 02:44:19,G23,0.3208233396524818
0 days 02:44:58,G23,0.3206924180692733
0 days 02:45:37,G23,0.32036511411125196
0 days 02:46:16,G23,0.32049603569446056
0 days 02:46:55,G23,0.32016873173643917
0 days 02:47:34,G23,0.32056149648606475
0 days 02:48:13,G23,0.3208233396524818
0 days 02:48:52,G23,0.32036511411125196
0 days 02:49:31,G23,0.32003781015323063
0 days 02:50:10,G23,0.320626957277669
0 days 02:50:49,G23,0.32023419252804347
0 days 02:51:28,G23,0.3202341925280434
0 days 02:52:07,G23,0.32043057490285626
0 days 02:52:46,G23,0.32056149648606475
0 days 02:53:25,G23,0.32010327094483493
0 days 02:54:04,G23,0.32010327094483493
0 days 02:54:43,G23,0.32003781015323063
0 days 02:55:22,G23,0.31984142777841795
0 days 02:56:01,G23,0.32056149648606475
0 days 02:56:40,G23,0.32023419252804347
0 days 02:57:19,G23,0.3197759669868136
0 days 02:57:58,G23,0.3194486630287923
0 days 02:58:37,G23,0.32056149648606475
0 days 02:59:16,G23,0.31971050619520935
0 days 02:59:55,G23,0.3197759669868136
0 days 03:00:34,G23,0.32003781015323063
0 days 03:01:13,G23,0.3197759669868136
0 days 03:01:52,G23,0.31971050619520935
0 days 03:02:31,G23,0.3197759669868136
0 days 03:03:10,G23,0.3192522806539796
0 days 03:03:49,G23,0.3197759669868136
0 days 03:04:28,G23,0.3199723493616264
0 days 03:05:07,G23,0.31951412382039657
0 days 03:05:46,G23,0.3193177414455838
0 days 03:06:25,G23,0.31951412382039657
0 days 03:07:04,G23,0.3195795846120008
0 days 03:07:43,G23,0.3191868198623753
0 days 03:08:22,G23,0.3192522806539796
0 days 03:09:01,G23,0.31951412382039657
0 days 03:09:40,G23,0.31951412382039657
0 days 03:10:19,G23,0.31951412382039657
0 days 03:10:58,G23,0.31899043748756245
0 days 03:11:37,G23,0.319383202237188
0 days 03:12:16,G23,0.31899043748756245
0 days 03:12:55,G23,0.3195795846120008
0 days 03:13:34,G23,0.3192522806539796
0 days 03:14:13,G23,0.31899043748756245
0 days 03:14:52,G23,0.3190558982791668
0 days 03:15:31,G23,0.3190558982791668
0 days 03:16:10,G23,0.31899043748756245
0 days 03:16:49,G23,0.3187285943211454
0 days 03:17:28,G23,0.3184667511547284
0 days 03:18:07,G23,0.3195795846120008
0 days 03:18:46,G23,0.31899043748756245
0 days 03:19:25,G23,0.3186631335295412
0 days 03:20:04,G23,0.3187285943211454
0 days 03:20:43,G23,0.31853221194633263
0 days 03:21:22,G23,0.31840129036312415
0 days 03:22:01,G23,0.3184667511547284
0 days 03:22:40,G23,0.31853221194633263
0 days 03:23:19,G23,0.31899043748756245
0 days 03:23:58,G23,0.3184667511547284
0 days 03:24:37,G23,0.3184667511547284
0 days 03:25:16,G23,0.31840129036312415
0 days 03:25:55,G23,0.3182049079883114
0 days 03:26:34,G23,0.3179430648218943
0 days 03:27:13,G23,0.3186631335295412
0 days 03:27:52,G23,0.31853221194633263
0 days 03:28:31,G23,0.31853221194633263
0 days 03:29:10,G23,0.3182049079883114
0 days 03:29:49,G23,0.31840129036312415
0 days 03:30:28,G23,0.3182703687799156
0 days 03:31:07,G23,0.31787760403029003
0 days 03:31:46,G23,0.3182049079883114
0 days 03:32:25,G23,0.31800852561349857
0 days 03:33:04,G23,0.3179430648218943
0 days 03:33:43,G23,0.3182049079883114
0 days 03:34:22,G23,0.3184667511547284
0 days 03:35:01,G23,0.3179430648218943
0 days 03:35:40,G23,0.3178121432386858
0 days 03:36:19,G23,0.3179430648218943
0 days 03:36:58,G23,0.3184667511547284
0 days 03:37:37,G23,0.31787760403029003
0 days 03:38:16,G23,0.31761576086387305
0 days 03:38:55,G23,0.31781214323868584
0 days 03:39:34,G23,0.3179430648218943
0 days 03:40:13,G23,0.31741937848906027
0 days 03:40:52,G23,0.3178121432386858
0 days 03:41:31,G23,0.31728845690585167
0 days 03:42:10,G23,0.3179430648218943
0 days 03:42:49,G23,0.31715753532264324
0 days 03:43:28,G23,0.31741937848906027
0 days 03:44:07,G23,0.31748483928066445
0 days 03:44:46,G23,0.31735391769745597
0 days 03:45:25,G23,0.31768122165547724
0 days 03:46:04,G23,0.31728845690585167
0 days 03:46:43,G23,0.31741937848906027
0 days 03:47:22,G23,0.3168956921562261
0 days 03:48:01,G23,0.31741937848906027
0 days 03:48:40,G23,0.31741937848906027
0 days 03:49:19,G23,0.3172229961142474
0 days 03:49:58,G23,0.31715753532264324
0 days 03:50:37,G23,0.31715753532264324
0 days 03:51:16,G23,0.31709207453103894
0 days 03:51:55,G23,0.31715753532264324
0 days 03:52:34,G23,0.3172229961142474
0 days 03:53:13,G23,0.31715753532264324
0 days 03:53:52,G23,0.31741937848906027
0 days 03:54:31,G23,0.31709207453103894
0 days 03:55:10,G23,0.3168956921562261
0 days 03:55:49,G23,0.3163065450317878
0 days 03:56:28,G23,0.31728845690585167
0 days 03:57:07,G23,0.31715753532264324
0 days 03:57:46,G23,0.31715753532264324
0 days 03:58:25,G23,0.31676477057301766
0 days 03:59:04,G23,0.31683023136462185
0 days 03:59:43,G23,0.31709207453103894
0 days 04:00:22,G23,0.3168956921562261
0 days 04:01:01,G23,0.3168956921562261
0 days 04:01:40,G23,0.31715753532264324
0 days 04:02:19,G23,0.3163720058233921
0 days 04:02:58,G23,0.3165683881982049
0 days 04:03:37,G23,0.31683023136462185
0 days 04:04:16,G23,0.3168956921562261
0 days 04:04:55,G23,0.31683023136462185
0 days 04:05:34,G23,0.31715753532264324
0 days 04:06:13,G23,0.31715753532264324
0 days 04:06:52,G23,0.3168956921562261
0 days 04:07:31,G23,0.31683023136462185
0 days 04:08:10,G23,0.31748483928066445
0 days 04:08:49,G23,0.31735391769745597
0 days 04:09:28,G23,0.31709207453103894
0 days 04:10:07,G23,0.31683023136462185
0 days 04:10:46,G23,0.31715753532264324
0 days 04:11:25,G23,0.31709207453103894
0 days 04:12:04,G23,0.31696115294783045
0 days 04:12:43,G23,0.31696115294783045
0 days 04:13:22,G23,0.31728845690585167
0 days 04:14:01,G23,0.3168956921562261
0 days 04:14:40,G23,0.31741937848906027
0 days 04:15:19,G23,0.3177466824470816
0 days 04:15:58,G23,0.31741937848906027
0 days 04:16:37,G23,0.3174848392806645
0 days 04:17:16,G23,0.31709207453103894
0 days 04:17:55,G23,0.31702661373943464
0 days 04:18:34,G23,0.31728845690585167
0 days 04:19:13,G23,0.31735391769745597
0 days 04:19:52,G23,0.31741937848906027
0 days 04:20:31,G23,0.31709207453103894
0 days 04:21:10,G23,0.31735391769745597
0 days 04:21:49,G23,0.31787760403029003
0 days 04:22:28,G23,0.31715753532264324
0 days 04:23:07,G23,0.31741937848906027
0 days 04:23:46,G23,0.31735391769745597
0 days 04:24:25,G23,0.31741937848906027
0 days 04:25:04,G23,0.31787760403029003
0 days 04:25:43,G23,0.31702661373943464
0 days 04:26:22,G23,0.31761576086387305
0 days 04:27:01,G23,0.31728845690585167
0 days 04:27:40,G23,0.31741937848906027
0 days 04:28:19,G23,0.31696115294783045
0 days 04:28:58,G23,0.31741937848906027
0 days 04:29:37,G23,0.31702661373943464
0 days 04:30:16,G23,0.31768122165547724
0 days 04:30:55,G23,0.31748483928066445
0 days 04:31:34,G23,0.31768122165547724
0 days 04:32:13,G23,0.31696115294783045
0 days 04:32:52,G23,0.31683023136462185
0 days 04:33:31,G23,0.31728845690585167
0 days 04:34:10,G23,0.31696115294783045
0 days 04:34:49,G23,0.3168956921562261
0 days 04:35:28,G23,0.3168956921562261
0 days 04:36:07,G23,0.3165683881982049
0 days 04:36:46,G23,0.3163065450317878
0 days 04:37:25,G23,0.31741937848906027
0 days 04:38:04,G23,0.31696115294783045
0 days 04:38:43,G23,0.3168956921562261
0 days 04:39:22,G23,0.3168956921562261
0 days 04:40:01,G23,0.31663384898980906
0 days 04:40:40,G23,0.3163720058233921
0 days 04:41:19,G23,0.3166993097814134
0 days 04:41:58,G23,0.3168956921562261
0 days 04:42:37,G23,0.3163720058233921
0 days 04:43:16,G23,0.3162410842401835
0 days 04:43:55,G23,0.31604470186537076
0 days 04:44:34,G23,0.3166993097814134
0 days 04:45:13,G23,0.3163720058233921
0 days 04:45:52,G23,0.31630654503178784
0 days 04:46:31,G23,0.3166993097814134
0 days 04:47:10,G23,0.31624108424018355
0 days 04:47:49,G23,0.3158483194905579
0 days 04:48:28,G23,0.31591378028216227
0 days 04:49:07,G23,0.31565193711574524
0 days 04:49:46,G23,0.3158483194905579
0 days 04:50:25,G23,0.31565193711574524
0 days 04:51:04,G23,0.31611016265697506
0 days 04:51:43,G23,0.31591378028216227
0 days 04:52:22,G23,0.3159792410737665
0 days 04:53:01,G23,0.31624108424018355
0 days 04:53:40,G23,0.3150627899913069
0 days 04:54:19,G23,0.3161756234485793
0 days 04:54:58,G23,0.31565193711574524
0 days 04:55:37,G23,0.31565193711574524
0 days 04:56:16,G23,0.3157173979073495
0 days 04:56:55,G23,0.31519371157451537
0 days 04:57:34,G23,0.31565193711574524
0 days 04:58:13,G23,0.3151282507829111
0 days 04:58:52,G23,0.31519371157451537
0 days 04:59:31,G23,0.3153900939493281
0 days 05:00:10,G23,0.31519371157451537
0 days 05:00:49,G23,0.3148664076164941
0 days 05:01:28,G23,0.3153900939493281
0 days 05:02:07,G23,0.31519371157451537
0 days 05:02:46,G23,0.31460456445007706
0 days 05:03:25,G23,0.3151282507829111
0 days 05:04:04,G23,0.3153246331577239
0 days 05:04:43,G23,0.3151282507829111
0 days 05:05:22,G23,0.31480094682488974
0 days 05:06:01,G23,0.3148664076164941
0 days 05:06:40,G23,0.31480094682488974
0 days 05:07:19,G23,0.3146700252416813
0 days 05:07:58,G23,0.31480094682488974
0 days 05:08:37,G23,0.3145391036584728
0 days 05:09:16,G23,0.31493186840809834
0 days 05:09:55,G23,0.31427726049205573
0 days 05:10:34,G23,0.3143427212836599
0 days 05:11:13,G23,0.314604564450077
0 days 05:11:52,G23,0.31427726049205573
0 days 05:12:31,G23,0.3141463389088472
0 days 05:13:10,G23,0.31427726049205573
0 days 05:13:49,G23,0.3138190349508259
0 days 05:14:28,G23,0.31460456445007706
0 days 05:15:07,G23,0.3144081820752642
0 days 05:15:46,G23,0.3144736428668685
0 days 05:16:25,G23,0.3144736428668685
0 days 05:17:04,G23,0.3140154173256387
0 days 05:17:43,G23,0.3135571917844089
0 days 05:18:22,G23,0.31401541732563865
0 days 05:19:01,G23,0.3138190349508259
0 days 05:19:40,G23,0.31408087811724295
0 days 05:20:19,G23,0.3138190349508259
0 days 05:20:58,G23,0.31388449574243016
0 days 05:21:37,G23,0.3144081820752642
0 days 05:22:16,G23,0.31381903495082586
0 days 05:22:55,G23,0.31388449574243016
0 days 05:23:34,G23,0.3141463389088472
0 days 05:24:13,G23,0.31388449574243016
0 days 05:24:52,G23,0.31388449574243016
0 days 05:25:31,G23,0.3144081820752642
0 days 05:26:10,G23,0.31362265257601313
0 days 05:26:49,G23,0.31362265257601313
0 days 05:27:28,G23,0.31336080940959604
0 days 05:28:07,G23,0.3132953486179918
0 days 05:28:46,G23,0.31362265257601313
0 days 05:29:25,G23,0.3135571917844089
0 days 05:30:04,G23,0.3132953486179918
0 days 05:30:43,G23,0.31362265257601313
0 days 05:31:22,G23,0.31368811336761737
0 days 05:32:01,G23,0.31322988782638755
0 days 05:32:40,G23,0.31362265257601313
0 days 05:33:19,G23,0.31303350545157477
0 days 05:33:58,G23,0.31394995653403435
0 days 05:34:37,G23,0.31303350545157477
0 days 05:35:16,G23,0.31322988782638755
0 days 05:35:55,G23,0.3131644270347833
0 days 05:36:34,G23,0.31368811336761737
0 days 05:37:13,G23,0.31296804465997047
0 days 05:37:52,G23,0.31336080940959604
0 days 05:38:31,G23,0.31309896624317907
0 days 05:39:10,G23,0.31290258386836617
0 days 05:39:49,G23,0.312837123076762
0 days 05:40:28,G23,0.31277166228515774
0 days 05:41:07,G23,0.31296804465997047
0 days 05:41:46,G23,0.31231343674392786
0 days 05:42:25,G23,0.31270620149355344
0 days 05:43:04,G23,0.3124443583271364
0 days 05:43:43,G23,0.31237889753553216
0 days 05:44:22,G23,0.3126407407019492
0 days 05:45:01,G23,0.31290258386836617
0 days 05:45:40,G23,0.3124443583271364
0 days 05:46:19,G23,0.3125098191187406
0 days 05:46:58,G23,0.31257527991034495
0 days 05:47:37,G23,0.31257527991034495
0 days 05:48:16,G23,0.31237889753553216
0 days 05:48:55,G23,0.3121825151607194
0 days 05:49:34,G23,0.3119206719943023
0 days 05:50:13,G23,0.3126407407019492
0 days 05:50:52,G23,0.3124443583271364
0 days 05:51:31,G23,0.3124443583271364
0 days 05:52:10,G23,0.3119206719943023
0 days 05:52:49,G23,0.3117897504110938
0 days 05:53:28,G23,0.3121825151607194
0 days 05:54:07,G23,0.31211705436911513
0 days 05:54:46,G23,0.31211705436911513
0 days 05:55:25,G23,0.31185521120269805
0 days 05:56:04,G23,0.3119206719943023
0 days 05:56:43,G23,0.3120515935775109
0 days 05:57:22,G23,0.3117897504110938
0 days 05:58:01,G23,0.31185521120269805
0 days 05:58:40,G23,0.3116588288278853
0 days 05:59:19,G23,0.31185521120269805
0 days 05:59:58,G23,0.3111351424950512
0 days 06:00:37,G23,0.3116588288278853
0 days 06:01:16,G23,0.31172428961948956
0 days 06:01:55,G23,0.311331524869864
0 days 06:02:34,G23,0.31139698566146823
0 days 06:03:13,G23,0.3112006032866555
0 days 06:03:52,G23,0.311331524869864
0 days 06:04:31,G23,0.31172428961948956
0 days 06:05:10,G23,0.31172428961948956
0 days 06:05:49,G23,0.31139698566146823
0 days 06:06:28,G23,0.3117897504110938
0 days 06:07:07,G23,0.3111351424950512
0 days 06:07:46,G23,0.31106968170344695
0 days 06:08:25,G23,0.31080783853702987
0 days 06:09:04,G23,0.3111351424950512
0 days 06:09:43,G23,0.31139698566146823
0 days 06:10:22,G23,0.3109387601202384
0 days 06:11:01,G23,0.31120060328665544
0 days 06:11:40,G23,0.3111351424950512
0 days 06:12:19,G23,0.31061145616221714
0 days 06:12:58,G23,0.3108732993286341
0 days 06:13:37,G23,0.3109387601202384
0 days 06:14:16,G23,0.31080783853702987
0 days 06:14:55,G23,0.3108732993286341
0 days 06:15:34,G23,0.31061145616221714
0 days 06:16:13,G23,0.3108732993286341
0 days 06:16:52,G23,0.3104150737874043
0 days 06:17:31,G23,0.3108732993286341
0 days 06:18:10,G23,0.3106769169538214
0 days 06:18:49,G23,0.3102841522041958
0 days 06:19:28,G23,0.3104150737874043
0 days 06:20:07,G23,0.3109387601202384
0 days 06:20:46,G23,0.31041507378740435
0 days 06:21:25,G23,0.31015323062098726
0 days 06:22:04,G23,0.31034961299580005
0 days 06:22:43,G23,0.31034961299580005
0 days 06:23:22,G23,0.3104150737874043
0 days 06:24:01,G23,0.310087769829383
0 days 06:24:40,G23,0.3104805345790086
0 days 06:25:19,G23,0.3106769169538214
0 days 06:25:58,G23,0.3101532306209873
0 days 06:26:37,G23,0.30989138745457023
0 days 06:27:16,G23,0.3096295442881532
0 days 06:27:55,G23,0.30982592666296593
0 days 06:28:34,G23,0.30969500507975745
0 days 06:29:13,G23,0.310087769829383
0 days 06:29:52,G23,0.3102186914125916
0 days 06:30:31,G23,0.30976046587136175
0 days 06:31:10,G23,0.30982592666296593
0 days 06:31:49,G23,0.3099568482461745
0 days 06:32:28,G23,0.30956408349654896
0 days 06:33:07,G23,0.3099568482461745
0 days 06:33:46,G23,0.30969500507975745
0 days 06:34:25,G23,0.30956408349654896
0 days 06:35:04,G23,0.30989138745457023
0 days 06:35:43,G23,0.30976046587136175
0 days 06:36:22,G23,0.3093677011217361
0 days 06:37:01,G23,0.3093022403301319
0 days 06:37:40,G23,0.30910585795531914
0 days 06:38:19,G23,0.30949862270494466
0 days 06:38:58,G23,0.30989138745457023
0 days 06:39:37,G23,0.30884401478890205
0 days 06:40:16,G23,0.3091713187469234
0 days 06:40:55,G23,0.30936770112173617
0 days 06:41:34,G23,0.30969500507975745
0 days 06:42:13,G23,0.30936770112173617
0 days 06:42:52,G23,0.3091713187469234
0 days 06:43:31,G23,0.30917131874692344
0 days 06:44:10,G23,0.3085821716224851
0 days 06:44:49,G23,0.30923677953852763
0 days 06:45:28,G23,0.30864763241408927
0 days 06:46:07,G23,0.30864763241408927
0 days 06:46:46,G23,0.3085821716224851
0 days 06:47:25,G23,0.30923677953852763
0 days 06:48:04,G23,0.30864763241408927
0 days 06:48:43,G23,0.3083857892476723
0 days 06:49:22,G23,0.3089749363721106
0 days 06:50:01,G23,0.30884401478890205
0 days 06:50:40,G23,0.3083857892476723
0 days 06:51:19,G23,0.30871309320569357
0 days 06:51:58,G23,0.30864763241408927
0 days 06:52:37,G23,0.3085821716224851
0 days 06:53:16,G23,0.30812394608125526
