Time,Well,NADH
0 days 06:25:24,D3,0.42624007936507935
0 days 06:26:46,D3,0.4268353174603175
0 days 06:28:08,D3,0.4268849206349206
0 days 06:29:30,D3,0.4265376984126984
0 days 06:30:52,D3,0.4257936507936508
0 days 06:32:14,D3,0.42539682539682533
0 days 06:33:36,D3,0.4248511904761905
0 days 06:34:58,D3,0.42465277777777777
0 days 06:36:20,D3,0.42440476190476184
0 days 06:37:42,D3,0.42450396825396824
0 days 06:39:04,D3,0.4247519841269842
0 days 06:40:26,D3,0.4242063492063492
0 days 06:41:48,D3,0.4229662698412698
0 days 06:43:10,D3,0.4242063492063492
0 days 06:44:32,D3,0.4237599206349206
0 days 06:45:54,D3,0.42356150793650793
0 days 06:47:16,D3,0.42460317460317454
0 days 06:48:38,D3,0.4240079365079365
0 days 06:50:00,D3,0.4240079365079365
0 days 06:51:22,D3,0.42281746031746026
0 days 06:52:44,D3,0.42237103174603174
0 days 06:54:06,D3,0.42351190476190476
0 days 06:55:28,D3,0.4224206349206349
0 days 06:56:50,D3,0.422172619047619
0 days 06:58:12,D3,0.42177579365079365
0 days 06:59:34,D3,0.42197420634920635
0 days 07:00:56,D3,0.4213789682539682
0 days 07:02:18,D3,0.42118055555555556
0 days 07:03:40,D3,0.4213789682539682
0 days 07:05:02,D3,0.42157738095238095
0 days 07:06:24,D3,0.4205853174603174
0 days 07:07:46,D3,0.4204365079365079
0 days 07:09:08,D3,0.4204365079365079
0 days 07:10:30,D3,0.4204365079365079
0 days 07:11:52,D3,0.4198412698412698
0 days 07:13:14,D3,0.4196428571428571
0 days 07:14:36,D3,0.4196428571428571
0 days 07:15:58,D3,0.41870039682539684
0 days 07:17:20,D3,0.4194444444444445
0 days 07:18:42,D3,0.4186507936507936
0 days 07:20:04,D3,0.4186507936507936
0 days 07:21:26,D3,0.41924603174603176
0 days 07:22:48,D3,0.41820436507936504
0 days 07:24:10,D3,0.41800595238095234
0 days 07:25:32,D3,0.417609126984127
0 days 07:26:54,D3,0.41800595238095234
0 days 07:28:16,D3,0.417063492063492
0 days 07:29:38,D3,0.4170138888888889
0 days 07:31:00,D3,0.4166666666666666
0 days 07:32:22,D3,0.4172619047619047
0 days 07:33:44,D3,0.4169146825396826
0 days 07:35:06,D3,0.4168154761904762
0 days 07:36:28,D3,0.41626984126984123
0 days 07:37:50,D3,0.41547619047619044
0 days 07:39:12,D3,0.41641865079365076
0 days 07:40:34,D3,0.41547619047619044
0 days 07:41:56,D3,0.4168650793650794
0 days 07:43:18,D3,0.41572420634920637
0 days 07:44:40,D3,0.4154265873015873
0 days 07:46:02,D3,0.41607142857142854
0 days 07:47:24,D3,0.41567460317460314
0 days 07:48:46,D3,0.4148313492063492
0 days 07:50:08,D3,0.4147321428571429
0 days 07:51:30,D3,0.4142857142857142
0 days 07:52:52,D3,0.41408730158730156
0 days 07:54:14,D3,0.4146329365079365
0 days 07:55:36,D3,0.41448412698412695
0 days 07:56:58,D3,0.41274801587301585
0 days 07:58:20,D3,0.4132936507936507
0 days 07:59:42,D3,0.4134424603174603
0 days 08:01:04,D3,0.41284722222222225
0 days 08:02:26,D3,0.4134920634920634
0 days 08:03:48,D3,0.4126984126984126
0 days 08:05:10,D3,0.4124999999999999
0 days 08:06:32,D3,0.4124999999999999
0 days 08:07:54,D3,0.41170634920634913
0 days 08:09:16,D3,0.41190476190476183
0 days 08:10:38,D3,0.4115079365079365
0 days 08:12:00,D3,0.4121527777777778
0 days 08:13:22,D3,0.4115079365079365
0 days 08:14:44,D3,0.41111111111111104
0 days 08:16:06,D3,0.41111111111111104
0 days 08:17:28,D3,0.41111111111111104
0 days 08:18:50,D3,0.41091269841269834
0 days 08:20:12,D3,0.4107142857142857
0 days 08:21:34,D3,0.4103670634920636
0 days 08:22:56,D3,0.4101686507936508
0 days 08:24:18,D3,0.410515873015873
0 days 08:25:40,D3,0.4097222222222222
0 days 08:27:02,D3,0.4094742063492064
0 days 08:28:24,D3,0.4095238095238095
0 days 08:29:46,D3,0.409375
0 days 08:31:08,D3,0.4088293650793651
0 days 08:32:30,D3,0.40917658730158735
0 days 08:33:52,D3,0.4091269841269841
0 days 08:35:14,D3,0.40808531746031745
0 days 08:36:36,D3,0.40803571428571433
0 days 08:37:58,D3,0.4077876984126984
0 days 08:39:20,D3,0.4076388888888889
0 days 08:40:42,D3,0.4076388888888889
0 days 08:42:04,D3,0.40848214285714285
0 days 08:43:26,D3,0.4078869047619047
0 days 08:44:48,D3,0.40749007936507936
0 days 08:46:10,D3,0.4068948412698412
0 days 08:47:32,D3,0.4069940476190476
0 days 08:48:54,D3,0.4068452380952381
0 days 08:50:16,D3,0.4065972222222223
0 days 08:51:38,D3,0.40644841269841275
0 days 08:53:00,D3,0.4068452380952381
0 days 08:54:22,D3,0.4058035714285715
0 days 08:55:44,D3,0.40565476190476196
0 days 08:57:06,D3,0.4066468253968254
0 days 08:58:28,D3,0.4062003968253968
0 days 08:59:50,D3,0.404811507936508
0 days 09:01:12,D3,0.4050099206349207
0 days 09:02:34,D3,0.40486111111111117
0 days 09:03:56,D3,0.404811507936508
0 days 09:05:18,D3,0.4040674603174604
0 days 09:06:40,D3,0.40520833333333334
0 days 09:08:02,D3,0.404811507936508
0 days 09:09:24,D3,0.40381944444444445
0 days 09:10:46,D3,0.4040178571428572
0 days 09:12:08,D3,0.403968253968254
0 days 09:13:30,D3,0.40367063492063493
0 days 09:14:52,D3,0.40327380952380953
0 days 09:16:14,D3,0.40367063492063493
0 days 09:17:36,D3,0.40347222222222223
0 days 09:18:58,D3,0.4024305555555556
0 days 09:20:20,D3,0.40282738095238096
0 days 09:21:42,D3,0.40267857142857144
0 days 09:23:04,D3,0.4021825396825397
0 days 09:24:26,D3,0.402281746031746
0 days 09:25:48,D3,0.4026289682539683
0 days 09:27:10,D3,0.4018353174603175
0 days 09:28:32,D3,0.40223214285714287
0 days 09:29:54,D3,0.4020337301587302
0 days 09:31:16,D3,0.4010416666666667
0 days 09:32:38,D3,0.40168650793650795
0 days 09:34:00,D3,0.40128968253968256
0 days 09:35:22,D3,0.40089285714285716
0 days 09:36:44,D3,0.4012400793650794
0 days 09:38:06,D3,0.40089285714285716
0 days 09:39:28,D3,0.4006944444444444
0 days 09:40:50,D3,0.4002480158730159
0 days 09:42:12,D3,0.4002480158730159
0 days 09:43:34,D3,0.40009920634920637
0 days 09:44:56,D3,0.3999007936507936
0 days 09:46:18,D3,0.40004960317460325
0 days 09:47:40,D3,0.3991071428571428
0 days 09:49:02,D3,0.3995039682539683
0 days 09:50:24,D3,0.39905753968253965
0 days 09:51:46,D3,0.39925595238095246
0 days 09:53:08,D3,0.3991071428571428
0 days 09:54:30,D3,0.39890873015873013
0 days 09:55:52,D3,0.39826388888888886
0 days 09:57:14,D3,0.397718253968254
0 days 09:58:36,D3,0.39751984126984125
0 days 09:59:58,D3,0.39747023809523807
0 days 00:00:00,D4,0.48125000000000007
0 days 00:01:22,D4,0.48164682539682546
0 days 00:02:44,D4,0.4828869047619047
0 days 00:04:06,D4,0.48392857142857143
0 days 00:05:28,D4,0.4820932539682539
0 days 00:06:50,D4,0.48234126984126985
0 days 00:08:12,D4,0.4827380952380952
0 days 00:09:34,D4,0.47876984126984123
0 days 00:10:56,D4,0.4821924603174603
0 days 00:12:18,D4,0.48075396825396827
0 days 00:13:40,D4,0.47981150793650795
0 days 00:15:02,D4,0.48134920634920636
0 days 00:16:24,D4,0.4803571428571429
0 days 00:17:46,D4,0.4807043650793651
0 days 00:19:08,D4,0.48065476190476186
0 days 00:20:30,D4,0.4815972222222222
0 days 00:21:52,D4,0.47956349206349214
0 days 00:23:14,D4,0.4810515873015873
0 days 00:24:36,D4,0.47941468253968256
0 days 00:25:58,D4,0.47901785714285716
0 days 00:27:20,D4,0.47876984126984123
0 days 00:28:42,D4,0.47777777777777775
0 days 00:30:04,D4,0.4781746031746031
0 days 00:31:26,D4,0.4756448412698412
0 days 00:32:48,D4,0.47802579365079356
0 days 00:34:10,D4,0.4781746031746032
0 days 00:35:32,D4,0.47673611111111114
0 days 00:36:54,D4,0.47609126984126976
0 days 00:38:16,D4,0.4764880952380953
0 days 00:39:38,D4,0.4756448412698413
0 days 00:41:00,D4,0.4764384920634921
0 days 00:42:22,D4,0.4775793650793651
0 days 00:43:44,D4,0.4765873015873016
0 days 00:45:06,D4,0.4763392857142858
0 days 00:46:28,D4,0.47435515873015877
0 days 00:47:50,D4,0.47415674603174607
0 days 00:49:12,D4,0.47375992063492056
0 days 00:50:34,D4,0.47594246031746024
0 days 00:51:56,D4,0.47435515873015865
0 days 00:53:18,D4,0.47514880952380956
0 days 00:54:40,D4,0.47400793650793654
0 days 00:56:02,D4,0.4738095238095238
0 days 00:57:24,D4,0.4733630952380953
0 days 00:58:46,D4,0.47435515873015877
0 days 01:00:08,D4,0.4736111111111111
0 days 01:01:30,D4,0.4745535714285714
0 days 01:02:52,D4,0.4733630952380953
0 days 01:04:14,D4,0.4708829365079365
0 days 01:05:36,D4,0.47137896825396824
0 days 01:06:58,D4,0.471031746031746
0 days 01:08:20,D4,0.4720238095238095
0 days 01:09:42,D4,0.471875
0 days 01:11:04,D4,0.47242063492063496
0 days 01:12:26,D4,0.4708829365079365
0 days 01:13:48,D4,0.4702876984126984
0 days 01:15:10,D4,0.471329365079365
0 days 01:16:32,D4,0.47113095238095243
0 days 01:17:54,D4,0.4704861111111111
0 days 01:19:16,D4,0.47043650793650793
0 days 01:20:38,D4,0.4700396825396825
0 days 01:22:00,D4,0.46889880952380947
0 days 01:23:22,D4,0.4673115079365079
0 days 01:24:44,D4,0.46850198412698413
0 days 01:26:06,D4,0.4703869047619048
0 days 01:27:28,D4,0.46875000000000006
0 days 01:28:50,D4,0.4676587301587301
0 days 01:30:12,D4,0.46884920634920635
0 days 01:31:34,D4,0.4688988095238096
0 days 01:32:56,D4,0.46716269841269836
0 days 01:34:18,D4,0.46716269841269836
0 days 01:35:40,D4,0.46706349206349207
0 days 01:37:02,D4,0.4668650793650794
0 days 01:38:24,D4,0.4681051587301587
0 days 01:39:46,D4,0.46612103174603176
0 days 01:41:08,D4,0.4657242063492063
0 days 01:42:30,D4,0.46726190476190477
0 days 01:43:52,D4,0.46507936507936504
0 days 01:45:14,D4,0.4661706349206349
0 days 01:46:36,D4,0.4656746031746032
0 days 01:47:58,D4,0.465922619047619
0 days 01:49:20,D4,0.4645833333333333
0 days 01:50:42,D4,0.4675099206349206
0 days 01:52:04,D4,0.465625
0 days 01:53:26,D4,0.4666666666666666
0 days 01:54:48,D4,0.4654761904761905
0 days 01:56:10,D4,0.46453373015873006
0 days 01:57:32,D4,0.4647321428571428
0 days 01:58:54,D4,0.4629960317460317
0 days 02:00:16,D4,0.4637896825396825
0 days 02:01:38,D4,0.463095238095238
0 days 02:03:00,D4,0.4640873015873016
0 days 02:04:22,D4,0.463938492063492
0 days 02:05:44,D4,0.4630456349206349
0 days 02:07:06,D4,0.4624007936507936
0 days 02:08:28,D4,0.4610615079365079
0 days 02:09:50,D4,0.46264880952380955
0 days 02:11:12,D4,0.46329365079365076
0 days 02:12:34,D4,0.4621031746031746
0 days 02:13:56,D4,0.46150793650793653
0 days 02:15:18,D4,0.46175595238095235
0 days 02:16:40,D4,0.4628472222222222
0 days 02:18:02,D4,0.4620535714285715
0 days 02:19:24,D4,0.46150793650793653
0 days 02:20:46,D4,0.45992063492063495
0 days 02:22:08,D4,0.46051587301587305
0 days 02:23:30,D4,0.4612103174603174
0 days 02:24:52,D4,0.4600694444444445
0 days 02:26:14,D4,0.4609126984126984
0 days 02:27:36,D4,0.459672619047619
0 days 02:28:58,D4,0.4609126984126984
0 days 02:30:20,D4,0.45972222222222214
0 days 02:31:42,D4,0.4586309523809524
0 days 02:33:04,D4,0.4594742063492063
0 days 02:34:26,D4,0.45887896825396823
0 days 02:35:48,D4,0.4587301587301587
0 days 02:37:10,D4,0.4575396825396825
0 days 02:38:32,D4,0.45892857142857135
0 days 02:39:54,D4,0.45778769841269845
0 days 02:41:16,D4,0.45882936507936506
0 days 02:42:38,D4,0.4572420634920635
0 days 02:44:00,D4,0.45689484126984126
0 days 02:45:22,D4,0.4583333333333333
0 days 02:46:44,D4,0.45808531746031744
0 days 02:48:06,D4,0.4563492063492064
0 days 02:49:28,D4,0.45699404761904766
0 days 02:50:50,D4,0.4560019841269841
0 days 02:52:12,D4,0.45778769841269845
0 days 02:53:34,D4,0.45625
0 days 02:54:56,D4,0.4559027777777778
0 days 02:56:18,D4,0.45491071428571433
0 days 02:57:40,D4,0.45515873015873015
0 days 02:59:02,D4,0.4560019841269841
0 days 03:00:24,D4,0.4553075396825397
0 days 03:01:46,D4,0.4559027777777778
0 days 03:03:08,D4,0.4553075396825397
0 days 03:04:30,D4,0.45629960317460316
0 days 03:05:52,D4,0.4545138888888889
0 days 03:07:14,D4,0.4539682539682539
0 days 03:08:36,D4,0.4539682539682539
0 days 03:09:58,D4,0.4531746031746031
0 days 03:11:20,D4,0.4532242063492063
0 days 03:12:42,D4,0.4534722222222223
0 days 03:14:04,D4,0.4529265873015873
0 days 03:15:26,D4,0.4529265873015873
0 days 03:16:48,D4,0.4521329365079365
0 days 03:18:10,D4,0.45252976190476185
0 days 03:19:32,D4,0.45252976190476185
0 days 03:20:54,D4,0.45352182539682534
0 days 03:22:16,D4,0.4527777777777778
0 days 03:23:38,D4,0.45128968253968255
0 days 03:25:00,D4,0.452827380952381
0 days 03:26:22,D4,0.45168650793650794
0 days 03:27:44,D4,0.45128968253968255
0 days 03:29:06,D4,0.4504960317460317
0 days 03:30:28,D4,0.45089285714285715
0 days 03:31:50,D4,0.45089285714285715
0 days 03:33:12,D4,0.4492063492063493
0 days 03:34:34,D4,0.45000000000000007
0 days 03:35:56,D4,0.450297619047619
0 days 03:37:18,D4,0.45089285714285715
0 days 03:38:40,D4,0.450297619047619
0 days 03:40:02,D4,0.44930555555555557
0 days 03:41:24,D4,0.4495535714285714
0 days 03:42:46,D4,0.45009920634920636
0 days 03:44:08,D4,0.4493551587301588
0 days 03:45:30,D4,0.44895833333333324
0 days 03:46:52,D4,0.44875992063492065
0 days 03:48:14,D4,0.44885912698412694
0 days 03:49:36,D4,0.4489087301587302
0 days 03:50:58,D4,0.4474206349206349
0 days 03:52:20,D4,0.4475198412698412
0 days 03:53:42,D4,0.44712301587301584
0 days 03:55:04,D4,0.44747023809523806
0 days 03:56:26,D4,0.4483134920634921
0 days 03:57:48,D4,0.44791666666666674
0 days 03:59:10,D4,0.4468253968253968
0 days 04:00:32,D4,0.4468253968253968
0 days 04:01:54,D4,0.44717261904761907
0 days 04:03:16,D4,0.4456845238095238
0 days 04:04:38,D4,0.4456845238095238
0 days 04:06:00,D4,0.44588293650793653
0 days 04:07:22,D4,0.44667658730158727
0 days 04:08:44,D4,0.4454861111111112
0 days 04:10:06,D4,0.4449404761904762
0 days 04:11:28,D4,0.4459325396825397
0 days 04:12:50,D4,0.44315476190476194
0 days 04:14:12,D4,0.44439484126984125
0 days 04:15:34,D4,0.44454365079365077
0 days 04:16:56,D4,0.4432043650793651
0 days 04:18:18,D4,0.44394841269841273
0 days 04:19:40,D4,0.44379960317460315
0 days 04:21:02,D4,0.44419642857142855
0 days 04:22:24,D4,0.44384920634920627
0 days 04:23:46,D4,0.44449404761904765
0 days 04:25:08,D4,0.4442460317460317
0 days 04:26:30,D4,0.44409722222222225
